proper,con,dist,mag,absmag,ci
,Cet,135.3,7.21,1.55,1.087
,Phe,60.1,7.72,3.82,0.62
,Cas,125.2,8.03,2.54,0.364
,Peg,110.9,6.47,1.25,0.242
,Peg,87.4,5.57,0.86,1.043
,Phe,128.4,6.32,0.78,0.738
,Scl,141.6,7.78,2.02,0.417
,Peg,42.5,11.65,8.51,1.26
,Psc,90.2,8.58,3.8,0.714
,Cet,293.3,10.37,3.03,0.432
,Peg,200.4,9.23,2.72,0.383
,Tuc,125.9,9.2,3.7,0.811
,And,59.3,6.93,3.06,0.8
,Scl,23.4,11.73,9.88,1.493
,Scl,280.1,9.32,2.08,0.549
,Peg,105.7,7.11,1.99,0.476
,Scl,621.1,9.79,0.82,1.01
,Phe,355.9,8.21,0.45,1.339
,Phe,448.4,7.05,-1.21,-0.122
,Scl,129.7,9.26,3.7,0.671
Caph,Cas,16.8,2.28,1.16,0.38
,And,245.1,8.77,1.82,0.461
,Peg,172.4,9.25,3.07,0.537
,Scl,211.0,9.3,2.68,0.972
,And,91.6,10.63,5.82,0.525
,And,177.3,9.9,3.66,0.561
,Psc,155.0,9.89,3.94,0.617
,And,57.7,9.33,5.52,0.812
,Peg,51.4,7.78,4.22,0.68
,Cas,54.6,7.02,3.34,0.932
,Tuc,442.5,8.89,0.66,1.033
,Phe,142.5,9.6,3.83,0.446
,Peg,51.6,7.07,3.51,0.644
,Cep,105.5,6.01,0.89,0.203
,Scl,77.5,5.42,0.98,0.414
,Phe,79.1,9.11,4.62,0.83
,Peg,219.3,8.97,2.26,0.442
,Phe,44.2,3.88,0.65,1.013
,Psc,140.6,8.59,2.85,0.484
,And,212.8,7.17,0.53,0.031
,Peg,68.1,7.94,3.77,0.66
,Psc,231.5,7.27,0.45,1.22
,Cet,632.9,9.59,0.58,0.49
,Cet,497.5,7.94,-0.54,1.439
,Scl,59.1,8.52,4.66,0.687
,Peg,152.7,7.59,1.67,1.005
,Phe,380.2,9.17,1.27,1.029
,Tuc,207.5,8.08,1.5,1.068
,Phe,425.5,9.8,1.66,0.524
,Cet,105.7,8.92,3.8,0.499
,Phe,243.3,9.91,2.98,0.355
,Cas,212.3,9.42,2.78,1.565
,Peg,371.7,8.84,0.99,1.128
,Cas,751.9,10.15,0.77,1.5
,Phe,279.3,8.37,1.14,0.952
,Tuc,230.9,7.4,0.58,1.571
,Scl,163.1,8.35,2.29,0.437
,Scl,40.6,9.53,6.49,0.965
,Psc,137.6,9.59,3.9,0.469
,And,943.4,10.05,0.18,0.486
,Phe,76.9,8.57,4.14,0.644
,Peg,136.2,8.48,2.81,0.56
,Cet,88.0,8.43,3.71,0.906
,Cas,303.0,8.45,1.04,0.955
,Scl,55.3,8.84,5.13,0.833
,Psc,76.3,8.64,4.23,0.716
,Psc,158.7,8.42,2.42,0.41
,Tuc,132.3,6.34,0.73,0.164
,Cas,358.4,7.93,0.16,1.301
,Psc,214.6,8.36,1.7,1.072
,Phe,53.6,8.32,4.67,0.595
,Psc,374.5,6.84,-1.03,1.611
,Hyi,116.0,8.78,3.46,1.011
,Phe,255.8,7.19,0.15,0.974
,Psc,735.3,8.5,-0.83,1.166
,Psc,125.3,8.82,3.33,0.62
,And,134.0,9.04,3.4,0.542
,Tuc,206.2,7.93,1.36,0.964
,Scl,174.5,7.66,1.45,0.139
,And,395.3,9.03,1.05,1.014
,Psc,93.6,5.54,0.68,-0.064
,Oct,78.1,5.29,0.83,1.049
,Tuc,110.5,8.13,2.91,0.456
,And,149.7,7.51,1.63,0.251
,Hyi,463.0,9.08,0.75,1.031
,Cet,83.1,7.1,2.5,0.345
,Hyi,91.3,7.88,3.08,0.476
,Cep,523.6,9.4,0.8,0.539
,And,320.5,9.06,1.53,0.293
,Cep,138.1,8.38,2.68,0.371
,And,74.7,10.65,6.28,1.077
,Peg,549.5,7.77,-0.93,1.603
,Cas,237.5,8.5,1.62,1.042
,And,555.6,8.61,-0.11,1.156
,Scl,131.9,10.05,4.45,0.7
,And,313.5,8.71,1.23,0.594
,Cet,171.2,9.37,3.2,0.409
,Hyi,276.2,6.97,-0.24,1.377
,Phe,155.5,8.56,2.6,0.524
,Cet,206.6,9.47,2.89,0.526
,Cas,187.6,8.11,1.74,1.032
,Peg,411.5,8.91,0.84,0.356
,Cas,483.1,8.95,0.53,1.104
,Cas,497.5,7.2,-1.28,-0.053
,Tuc,181.2,9.37,3.08,0.411
,Psc,58.3,5.84,2.01,0.973
,And,377.4,5.01,-2.87,0.405
,Cet,227.8,9.81,3.02,0.437
,Peg,274.7,9.27,2.08,1.12
,Phe,142.9,9.5,3.72,0.423
,Phe,171.2,9.32,3.15,0.511
,Cet,79.4,8.92,4.42,0.578
,Cet,103.4,8.38,3.31,0.508
,Cas,106.3,7.74,2.61,0.473
,Psc,325.7,8.6,1.04,1.042
,Cet,158.2,8.35,2.35,0.528
,Peg,365.0,7.11,-0.7,1.528
,Tuc,327.9,9.87,2.29,0.503
,Peg,194.2,8.98,2.54,0.471
,Cas,448.4,7.75,-0.51,1.487
,Peg,77.9,8.24,3.78,0.491
,Cas,179.5,6.74,0.47,-0.074
,And,305.8,6.83,-0.6,1.429
,Cas,163.9,7.7,1.63,0.144
,Cas,549.5,6.7,-2.0,-0.017
,Phe,288.2,8.67,1.37,1.037
,Tuc,155.3,8.73,2.77,0.563
,Tuc,70.4,6.66,2.42,0.372
,Cas,185.5,8.29,1.95,0.077
,Psc,65.7,8.47,4.38,0.574
,Psc,340.1,8.16,0.5,1.165
,Peg,126.3,8.97,3.46,0.497
,Psc,56.2,7.51,3.76,0.503
,Cas,236.4,8.97,2.1,0.674
,Phe,181.2,8.55,2.26,0.692
,Cet,75.0,5.84,1.46,1.0
,Cas,432.9,7.85,-0.33,0.099
,Scl,102.7,8.68,3.62,0.588
,Cas,222.7,8.05,1.31,0.878
,Cas,591.7,8.27,-0.59,0.146
,Cet,264.6,7.68,0.57,1.028
,Tuc,110.5,9.4,4.18,0.551
,And,97.8,7.77,2.82,0.405
,Scl,166.1,6.89,0.79,0.951
,And,800.0,7.55,-1.96,1.354
,Phe,174.5,8.27,2.06,0.517
,Cas,277.0,8.16,0.95,1.677
,Cas,315.5,8.07,0.57,-0.015
,And,210.1,7.91,1.3,0.024
,Scl,152.0,10.16,4.25,0.689
,And,62.9,8.41,4.42,0.575
,Cas,353.4,9.64,1.9,0.56
,Psc,224.7,7.93,1.17,1.096
,Cet,289.0,7.78,0.48,1.302
,Cas,229.4,8.9,2.1,0.5
,And,82.0,8.55,3.98,0.435
,Peg,130.0,9.15,3.58,0.477
,Psc,25.5,10.86,8.82,1.418
,Psc,43.0,11.55,8.38,1.395
,Cet,925.9,9.08,-0.75,1.076
,Psc,238.1,7.44,0.56,0.998
,Cas,310.6,6.68,-0.78,1.212
,Oct,174.5,8.85,2.64,0.585
,Cet,116.1,8.9,3.58,0.473
,Cas,121.2,8.24,2.82,0.184
,Psc,202.0,6.74,0.21,1.025
,Psc,298.5,10.75,3.38,0.863
,Psc,235.3,8.44,1.58,1.33
,Psc,199.2,7.69,1.19,1.163
,Cet,18.7,4.89,3.52,0.487
,Scl,280.9,8.88,1.64,1.14
,Phe,267.4,7.7,0.56,1.2
,Scl,61.2,8.6,4.66,0.7
,Scl,305.8,8.44,1.01,0.127
,Cas,28.1,9.5,7.26,1.254
,Cep,164.5,7.15,1.07,1.004
,And,34.2,7.95,5.28,0.755
,And,55.2,8.23,4.52,0.581
,Cet,149.0,9.81,3.94,0.515
,Cet,97.8,8.48,3.53,0.473
,And,495.0,9.33,0.86,0.94
,Phe,50.1,8.97,5.47,0.807
,Psc,401.6,8.08,0.06,1.122
,And,746.3,7.47,-1.89,1.532
,Phe,223.2,8.34,1.6,0.409
,Scl,179.5,7.75,1.48,1.152
,Tuc,58.3,8.34,4.51,0.619
,Scl,243.3,5.41,-1.52,1.346
,Psc,129.2,7.56,2.0,0.551
,Cet,160.5,6.93,0.9,0.994
,Psc,232.0,10.03,3.2,1.293
,And,190.5,8.69,2.29,0.185
,Phe,37.9,9.04,6.15,0.891
,Psc,270.3,8.32,1.16,1.12
,Cet,112.2,7.85,2.6,0.561
,Hyi,165.8,7.21,1.11,0.916
,Cet,331.1,8.98,1.38,0.966
,Tuc,110.9,8.85,3.63,0.518
,Cas,787.4,9.21,-0.27,0.142
,Psc,46.9,8.61,5.25,0.643
,Phe,179.2,7.91,1.64,1.126
,Cas,598.8,7.47,-1.42,0.2
,And,216.5,8.65,1.97,1.0
,Cet,122.2,8.53,3.09,0.515
,Scl,33.7,9.92,7.28,1.071
,Cas,354.6,8.09,0.34,0.228
,Scl,21.3,5.24,3.6,0.459
,And,90.1,8.45,3.68,0.481
,Scl,89.5,8.73,3.97,0.646
,Psc,138.1,7.45,1.75,0.891
,Cet,59.8,9.02,5.14,0.599
,And,80.5,7.51,2.98,0.491
,Cas,255.1,7.32,0.29,0.038
,Phe,251.9,8.17,1.16,1.14
,Cas,226.2,9.45,2.68,0.26
,Cet,110.7,9.72,4.5,0.557
,Scl,84.7,9.34,4.7,0.695
,Cet,228.3,8.75,1.96,1.125
,Scl,206.6,9.32,2.74,0.625
,Cet,81.2,7.91,3.36,0.392
,Hyi,337.8,7.49,-0.15,1.6
,Phe,118.9,6.53,1.15,1.041
,And,202.0,6.18,-0.35,1.467
,Psc,456.6,8.69,0.39,0.403
,And,154.8,6.58,0.63,0.99
,Phe,495.0,7.8,-0.67,1.634
,And,103.3,7.19,2.12,0.398
,And,331.1,8.17,0.57,1.048
,Cet,194.6,6.56,0.12,1.074
,And,26.4,8.73,6.62,1.045
,Tuc,59.4,7.62,3.75,0.758
,Cet,95.8,8.66,3.75,0.43
,And,252.5,8.2,1.19,1.269
,Cet,282.5,8.96,1.7,1.243
,And,153.4,7.36,1.43,1.082
,Cas,119.9,6.87,1.48,0.262
,And,463.0,7.6,-0.73,1.314
,Cet,190.8,5.29,-1.11,1.478
,And,267.4,9.12,1.98,0.479
,Scl,108.0,8.25,3.08,0.448
,And,95.0,7.43,2.54,0.335
,Cet,339.0,8.88,1.23,1.047
,Peg,689.7,7.69,-1.5,1.709
,Phe,255.1,8.94,1.91,1.151
,Phe,108.6,10.58,5.4,0.6
,Phe,124.5,10.05,4.57,0.643
,Cet,531.9,8.88,0.25,0.934
,Tuc,163.1,9.0,2.94,0.415
,And,251.3,8.24,1.24,1.583
,Peg,53.8,8.18,4.53,0.669
,Phe,295.9,9.91,2.56,0.521
,And,568.2,8.88,0.11,0.022
,Peg,41.0,8.44,5.38,0.739
,Cet,63.9,8.73,4.7,0.707
,Scl,167.5,9.12,3.0,0.471
,Phe,184.8,9.23,2.9,0.995
,Scl,48.2,8.66,5.24,0.743
,And,214.1,8.88,2.23,0.352
,Cet,174.8,8.14,1.93,0.364
,Peg,27.9,11.67,9.44,1.48
,And,877.2,7.44,-2.28,1.522
,Oct,549.5,7.22,-1.48,0.054
,And,140.8,6.5,0.76,1.112
,Scl,286.5,10.07,2.78,0.724
,And,168.9,7.01,0.87,1.106
,Cet,247.5,8.15,1.18,0.029
,Scl,70.7,7.95,3.7,0.945
,And,751.9,8.18,-1.2,1.363
,Psc,192.3,10.72,4.3,0.565
,Tuc,125.8,9.56,4.06,0.659
,Tuc,295.0,8.51,1.16,0.873
,Psc,199.6,7.22,0.72,1.051
,Phe,163.7,7.53,1.46,0.98
,Peg,111.2,9.27,4.04,0.79
,Cas,200.0,10.78,4.28,0.65
,Psc,58.9,9.85,6.0,0.939
,Cas,460.8,7.34,-0.98,1.639
,And,240.4,9.55,2.64,0.353
,And,367.6,8.19,0.36,1.345
,And,54.5,6.63,2.95,0.402
,Peg,295.0,8.63,1.28,1.1
,Scl,109.6,8.8,3.6,0.725
,Phe,156.2,9.86,3.89,0.601
,And,555.6,6.71,-2.01,-0.116
,Tuc,20.2,7.22,5.69,0.775
,Cet,704.2,8.49,-0.75,1.63
,Psc,347.2,7.37,-0.33,1.619
,Cet,243.3,10.51,3.58,0.57
,And,324.7,8.84,1.28,0.426
,And,387.6,8.39,0.45,1.223
,Psc,133.9,8.19,2.56,0.407
,Psc,153.4,8.62,2.69,0.505
,Cas,549.5,7.8,-0.9,1.099
,Cas,110.0,7.17,1.96,0.202
,Phe,39.8,10.74,7.74,1.308
,Scl,132.6,10.1,4.49,0.584
,Cet,203.3,6.66,0.12,0.961
,Cet,208.3,9.94,3.35,0.626
,And,195.3,7.69,1.24,0.958
,And,209.6,7.62,1.01,1.217
,Peg,94.4,8.75,3.87,0.401
,Cet,148.1,7.58,1.73,1.097
,Cep,117.5,9.02,3.67,0.489
,Cet,279.3,9.03,1.8,1.263
,Peg,41.4,10.41,7.32,1.36
,Peg,129.5,6.52,0.96,1.05
,Phe,65.4,7.57,3.49,0.453
,Psc,310.6,10.01,2.55,0.856
,Scl,164.5,10.68,4.6,0.689
,Peg,302.1,8.39,0.99,1.05
,Psc,943.4,8.05,-1.82,1.165
,Cas,120.0,6.63,1.23,0.226
,Peg,272.5,9.17,1.99,1.005
,Cet,278.6,7.55,0.32,1.24
,Scl,238.7,7.21,0.32,1.53
Algenib,Peg,120.0,2.83,-2.57,-0.19
,Cep,20.0,12.49,10.98,1.4
,Scl,222.7,7.44,0.7,1.279
,Peg,254.5,8.83,1.8,1.136
,Cet,87.5,7.98,3.27,0.396
,Cet,89.4,7.45,2.69,0.48
,Psc,94.5,7.72,2.84,0.333
,Oct,298.5,5.78,-1.6,1.71
,Cas,223.2,7.32,0.58,0.061
,And,131.4,6.24,0.65,0.68
,Cas,370.4,10.24,2.4,0.57
,Peg,35.5,9.86,7.11,1.19
,And,331.1,8.72,1.12,1.037
,Cep,423.7,10.88,2.74,0.39
,Tuc,427.4,8.44,0.29,1.079
,Scl,28.2,10.77,8.52,1.444
,Tuc,202.0,8.84,2.31,1.202
,Phe,34.6,9.05,6.35,0.913
,And,34.9,5.71,3.0,0.331
,Psc,285.7,9.58,2.3,1.0
,Scl,561.8,8.58,-0.17,0.178
,And,216.9,8.2,1.52,0.083
,And,146.8,7.98,2.15,0.214
,Tuc,526.3,9.22,0.61,0.993
,Cep,19.6,11.14,9.68,1.556
,And,215.5,7.26,0.59,1.257
,Scl,93.8,10.96,6.1,0.952
,Psc,212.8,8.65,2.01,0.442
,Scl,396.8,5.94,-2.05,1.548
,Phe,621.1,8.99,0.02,1.134
,Peg,228.3,8.08,1.29,1.055
,Scl,265.3,6.14,-0.98,1.49
,Cas,303.0,8.59,1.18,0.097
,Phe,105.6,6.97,1.85,0.18
,Cet,156.7,6.86,0.88,1.096
,Psc,65.4,7.41,3.33,0.44
,Cas,101.4,8.07,3.04,0.559
,Phe,387.6,8.54,0.6,1.31
,Psc,251.9,6.79,-0.22,1.257
,Peg,108.5,8.96,3.78,0.465
,Peg,675.7,9.08,-0.07,1.155
,Phe,146.4,9.09,3.26,0.631
,Hyi,44.4,8.76,5.52,0.743
,Phe,68.0,7.15,2.99,0.513
,Cet,316.5,7.39,-0.11,-0.165
,Phe,97.6,8.93,3.98,0.628
,Cas,387.6,6.91,-1.03,1.12
,Cet,42.6,9.42,6.27,0.962
,Psc,224.2,7.41,0.66,0.947
,Psc,141.8,9.22,3.46,0.523
,And,735.3,8.79,-0.54,0.115
,And,103.2,6.22,1.15,0.009
,Cep,273.2,7.17,-0.01,1.626
,And,168.6,8.4,2.26,0.398
,Psc,452.5,8.6,0.32,0.416
,Hyi,355.9,6.97,-0.79,1.341
,Cet,42.6,8.36,5.22,0.645
,Psc,454.5,9.23,0.94,1.12
,Cep,689.7,8.25,-0.94,1.735
,Cas,348.4,7.7,-0.01,0.661
,And,113.3,7.0,1.73,0.534
,Cet,47.1,7.32,3.95,0.521
,Peg,259.7,8.6,1.53,1.07
,Scl,203.7,10.25,3.7,0.45
,And,75.0,8.08,3.7,0.461
,Scl,297.6,7.84,0.47,1.195
,Cas,284.1,7.7,0.43,1.468
,Phe,45.2,6.66,3.38,0.462
,Cet,266.7,7.99,0.86,1.145
,Tuc,252.5,8.2,1.19,0.214
,Cas,266.7,7.84,0.71,0.035
,Scl,50.9,7.42,3.89,0.64
,Psc,609.8,10.2,1.27,0.794
,Tuc,396.8,6.63,-1.36,1.697
,Cet,55.5,6.89,3.17,0.502
,Cas,48.7,8.51,5.07,0.73
,Psc,301.2,9.0,1.61,0.356
,Scl,101.9,9.42,4.38,0.831
,Cep,348.4,7.72,0.01,1.029
,And,120.0,8.17,2.77,0.563
,Psc,206.2,7.19,0.62,1.34
,Scl,123.8,8.93,3.47,0.618
,Phe,253.8,8.08,1.06,1.251
,Peg,90.0,8.23,3.46,0.475
,Cas,359.7,8.31,0.53,-0.015
,Cet,178.6,5.13,-1.13,1.601
,Phe,306.7,10.17,2.74,0.472
,Cet,961.5,9.54,-0.38,1.071
,Cet,74.8,6.95,2.58,0.494
,Cet,305.8,8.85,1.42,1.01
,And,199.6,6.68,0.18,1.172
,Scl,117.4,9.49,4.14,0.476
,Cas,854.7,8.27,-1.39,0.2
,Peg,112.9,4.79,-0.47,1.572
,Psc,79.9,7.03,2.52,0.461
,Cet,137.2,4.44,-1.25,1.64
,Phe,398.4,8.9,0.9,1.064
,Phe,75.0,9.18,4.8,0.657
,Psc,86.7,9.1,4.41,0.681
,Scl,775.2,8.71,-0.74,1.367
,Cet,123.9,6.63,1.16,1.03
,Cet,458.7,7.92,-0.39,1.2
,Cas,230.4,8.1,1.29,0.067
,Psc,371.7,8.67,0.82,1.062
,Cas,877.2,8.4,-1.32,0.169
,Phe,245.1,7.13,0.18,1.17
,Scl,188.7,10.22,3.84,0.61
,Cas,118.6,8.49,3.12,0.528
,Cet,88.9,6.82,2.08,0.257
,Scl,77.0,10.04,5.61,0.84
,And,133.5,8.62,2.99,0.556
,Psc,190.5,8.12,1.72,0.3
,Scl,120.9,8.01,2.6,0.445
,Cet,103.8,5.77,0.69,-0.084
,Psc,203.7,6.64,0.1,1.499
,Peg,140.8,6.25,0.51,-0.004
,Peg,238.1,7.06,0.18,1.0
,Scl,194.6,6.17,-0.28,1.344
,Psc,77.8,6.02,1.57,0.312
,Psc,90.0,7.58,2.81,0.396
,Scl,332.2,8.1,0.49,1.477
,Psc,143.5,8.41,2.63,0.492
,Cas,398.4,8.16,0.16,1.304
,Cet,176.7,8.99,2.75,0.428
,Scl,109.5,9.09,3.89,0.53
,And,458.7,9.72,1.41,1.073
,Tuc,45.0,8.57,5.3,0.695
,And,202.4,7.34,0.81,1.02
,And,286.5,6.34,-0.95,1.555
,Cas,460.8,8.44,0.12,1.33
,Scl,352.1,9.09,1.36,0.397
,And,97.7,7.99,3.04,0.389
,Phe,492.6,9.14,0.68,1.245
,Cas,371.7,9.91,2.06,0.807
,Psc,180.2,8.98,2.7,0.505
,And,135.1,6.35,0.7,-0.002
,Cep,294.1,8.17,0.83,1.109
,Tuc,362.3,8.71,0.92,1.639
,Scl,187.3,8.39,2.03,0.912
,And,173.9,8.66,2.46,0.942
,Cet,308.6,8.71,1.26,1.498
,Phe,92.2,9.13,4.31,0.514
,Scl,215.1,9.4,2.74,0.478
,Cas,93.8,10.36,5.5,0.89
,Phe,131.9,7.5,1.9,1.032
,Phe,220.8,9.69,2.97,0.575
,Phe,165.8,8.7,2.6,0.408
,Psc,140.4,7.75,2.01,1.015
,Cet,135.5,7.67,2.01,0.417
,Phe,361.0,9.7,1.91,0.56
,And,331.1,6.76,-0.84,-0.046
,And,93.0,7.33,2.49,0.441
,Cas,359.7,9.12,1.34,0.58
,Scl,336.7,7.89,0.25,1.08
,Cet,204.1,8.53,1.98,0.245
,Scl,568.2,8.79,0.02,0.904
,And,233.1,9.46,2.62,0.479
,Cas,59.7,10.66,6.78,1.088
,Psc,342.5,9.11,1.44,-0.042
,Cet,5.0,11.49,13.0,1.75
,Phe,153.8,7.65,1.72,1.184
,Cas,380.2,9.16,1.26,0.057
,Psc,346.0,7.87,0.17,1.6
,Tuc,515.5,9.08,0.52,1.391
,Cet,251.3,9.16,2.16,1.06
,Psc,174.5,6.98,0.77,1.151
,Tuc,334.4,8.78,1.16,1.113
,Scl,147.7,10.0,4.15,0.68
,Cet,133.9,8.93,3.3,0.518
,Scl,207.5,8.45,1.86,1.214
,And,140.1,8.24,2.51,0.364
,And,160.3,8.57,2.55,0.453
,Tuc,83.6,8.54,3.93,0.551
,Cas,215.1,7.9,1.24,0.045
,Cet,152.7,10.44,4.52,0.64
,And,862.1,8.46,-1.22,1.639
,Cas,662.3,10.83,1.72,0.392
,Psc,213.7,7.48,0.83,0.949
,Psc,274.0,8.4,1.21,0.322
,Cet,87.9,9.05,4.33,0.557
,Cas,133.0,6.43,0.81,0.838
,Hyi,189.4,6.49,0.1,0.983
,Phe,531.9,8.77,0.14,1.108
,Cet,373.1,9.88,2.02,1.098
,Psc,103.5,7.13,2.06,0.046
,And,291.5,8.05,0.73,0.941
,Cet,64.9,8.57,4.51,0.568
,Cet,51.0,9.76,6.22,0.74
,Psc,378.8,8.39,0.5,1.32
,Phe,22.8,11.58,9.79,1.647
,Phe,386.1,8.07,0.14,1.599
,Phe,243.9,10.42,3.48,0.47
,Tuc,219.8,9.22,2.51,0.537
,Scl,373.1,10.37,2.51,0.564
,Tuc,332.2,8.24,0.63,1.289
,Cet,268.8,9.01,1.86,1.015
,Cep,485.4,9.12,0.69,0.23
,Psc,113.3,7.59,2.32,0.323
,Scl,565.0,9.11,0.35,1.267
,Scl,152.2,5.66,-0.25,1.35
,Scl,79.5,9.35,4.85,0.655
,Cas,174.5,9.02,2.81,0.42
,Hyi,17.5,6.59,5.38,0.749
,And,39.4,8.79,5.81,0.965
,Cep,192.3,6.35,-0.07,-0.044
,Psc,16.3,11.79,10.73,1.485
,And,66.8,8.92,4.8,0.718
,Cet,943.4,9.58,-0.29,0.71
,Scl,74.1,9.53,5.18,0.785
,Psc,98.1,9.74,4.78,0.569
,Cep,137.6,9.74,4.05,0.446
,And,106.5,6.12,0.98,0.068
,Cet,168.9,8.69,2.55,0.423
,Cet,78.2,8.78,4.31,0.623
,Cet,76.6,7.9,3.48,0.673
,Scl,112.9,9.07,3.81,0.586
,Phe,303.0,7.88,0.47,1.287
,Phe,43.8,11.06,7.85,1.258
,Tuc,193.1,7.18,0.75,0.251
,Cas,970.9,7.22,-2.72,1.025
,Scl,139.7,9.2,3.48,0.466
,Phe,147.5,9.18,3.34,0.588
,Tuc,213.2,7.74,1.1,1.167
,Phe,162.9,7.81,1.75,0.933
,Scl,299.4,7.34,-0.04,1.201
,Scl,195.3,9.75,3.3,0.45
,Cet,167.5,8.56,2.44,0.486
,Cet,151.1,7.15,1.25,0.222
,Psc,125.0,6.12,0.64,0.919
,Psc,109.8,8.32,3.12,0.387
,Psc,108.7,8.52,3.34,0.24
,Phe,22.2,12.38,10.65,1.53
,Cet,162.6,9.74,3.68,0.505
,Psc,186.6,9.61,3.26,0.587
,Psc,245.1,6.98,0.03,1.6
,Phe,307.7,9.51,2.07,1.09
,Scl,645.2,8.9,-0.15,1.403
,Cas,123.9,7.43,1.96,0.266
,Scl,149.5,6.67,0.8,1.077
,Cet,182.8,6.5,0.19,-0.108
,Phe,257.1,9.67,2.62,0.532
,And,126.4,6.99,1.48,0.05
,Psc,45.0,10.01,6.74,0.95
,And,99.1,8.58,3.6,0.59
,And,78.0,7.74,3.28,0.472
,Cas,348.4,8.32,0.61,-0.03
,Psc,106.5,7.46,2.32,0.167
,Psc,306.7,6.51,-0.92,1.864
,Phe,133.9,8.03,2.4,0.435
,Hyi,104.8,6.78,1.68,0.451
,Cas,398.4,9.21,1.21,0.0
,And,275.5,10.04,2.84,0.493
,Phe,185.5,8.88,2.54,0.453
,And,246.9,7.18,0.22,1.071
,Cep,33.2,8.67,6.06,0.855
,Cet,260.4,8.53,1.45,0.261
,Phe,22.6,6.84,5.07,0.655
,Cet,68.3,8.94,4.77,0.625
,Cas,526.3,6.52,-2.09,1.775
,Cet,100.4,9.23,4.22,0.557
,And,157.7,6.95,0.96,1.06
,Cas,190.1,5.74,-0.66,0.898
,Cas,588.2,7.88,-0.97,0.075
,Tuc,192.3,7.65,1.23,1.122
,Cas,313.5,7.75,0.27,-0.013
,And,178.6,9.36,3.1,0.463
,Psc,311.5,8.5,1.03,1.143
,Cep,213.2,7.8,1.16,0.204
,And,144.5,9.2,3.4,0.471
,Cet,414.9,9.01,0.92,0.932
,Cas,243.9,7.61,0.67,0.053
,Psc,420.2,8.65,0.53,1.404
,Psc,158.5,8.38,2.38,0.787
,And,94.7,4.61,-0.27,0.059
,And,636.9,7.63,-1.39,1.665
,And,15.0,8.99,8.11,1.37
,Cet,204.9,8.44,1.88,0.44
,Cas,207.9,8.91,2.32,1.132
,Scl,222.7,10.51,3.77,0.53
,Cas,343.6,5.86,-1.82,-0.079
,Cet,115.7,10.67,5.35,0.628
,Tuc,145.1,8.5,2.69,0.469
,Phe,315.5,8.64,1.14,0.467
,And,129.0,7.9,2.35,0.097
,Psc,254.5,8.83,1.8,1.078
,And,598.8,8.53,-0.36,1.259
,Cas,398.4,7.93,-0.07,0.046
,Phe,36.4,7.96,5.16,0.651
,Cas,257.1,8.56,1.51,0.095
,Psc,336.7,9.06,1.42,1.15
,Psc,122.4,8.96,3.52,0.637
,And,23.2,11.54,9.71,1.505
,Tuc,456.6,10.07,1.77,0.349
,Psc,107.3,9.73,4.58,0.66
,Psc,47.0,10.51,7.15,1.31
,Psc,125.0,8.78,3.3,0.63
,Phe,662.3,8.54,-0.56,0.97
,Phe,115.7,9.36,4.04,0.547
,Tuc,96.5,8.3,3.38,0.524
,Psc,15.2,6.66,5.75,0.589
,Phe,152.2,9.32,3.41,0.929
,Tuc,304.9,9.26,1.84,1.07
,Psc,125.2,7.71,2.22,0.599
,Phe,43.6,11.36,8.16,1.22
,Tuc,46.6,11.3,7.96,1.4
,And,97.8,8.82,3.87,0.552
,Cas,632.9,9.28,0.27,1.6
,Cet,48.5,6.46,3.03,0.386
,And,51.2,10.83,7.28,1.249
,And,229.9,7.57,0.76,0.958
,Tuc,93.0,8.25,3.41,0.589
,Tuc,42.7,11.3,8.15,1.31
,And,163.9,7.89,1.82,0.02
,Phe,55.4,10.42,6.7,0.998
,Psc,173.0,8.35,2.16,0.317
,And,67.5,9.09,4.94,0.635
,Cet,34.6,10.99,8.3,1.414
,Tuc,143.5,7.67,1.89,0.271
,Cep,214.1,9.37,2.72,0.293
,Cas,735.3,6.11,-3.22,-0.151
,And,473.9,9.16,0.78,0.082
,Phe,251.9,10.4,3.39,0.708
,Psc,62.6,10.43,6.45,1.0
,Tuc,81.6,7.79,3.23,0.772
,Psc,117.4,6.19,0.84,0.937
,Psc,252.5,8.26,1.25,1.104
,Psc,438.6,10.01,1.8,0.286
,Psc,190.1,7.1,0.7,0.9
,Hyi,145.3,7.92,2.11,0.621
,Psc,44.8,7.21,3.95,0.477
,Cas,303.0,7.71,0.3,-0.041
,Psc,543.5,6.91,-1.77,1.585
,Phe,131.8,9.56,3.96,0.577
,Cas,187.6,8.66,2.29,0.282
,Psc,224.2,9.26,2.51,1.098
,Cet,288.2,9.44,2.14,0.443
,And,188.7,7.38,1.0,1.029
,Psc,184.5,7.53,1.2,0.312
,Psc,483.1,9.38,0.96,1.111
,Psc,64.9,8.88,4.82,0.542
,Psc,168.4,12.22,6.09,0.717
,Psc,143.7,6.54,0.75,0.97
,Scl,176.7,8.17,1.93,0.995
,And,149.0,8.47,2.6,0.324
,And,61.1,9.94,6.01,0.82
,Cet,187.3,11.03,4.67,0.767
,Cet,27.2,6.51,4.34,0.599
,And,408.2,7.71,-0.34,1.382
,Psc,146.4,9.16,3.33,0.433
,And,574.7,8.3,-0.5,0.049
,Cet,925.9,8.15,-1.68,1.397
,Tuc,293.3,8.53,1.19,0.898
,Phe,230.4,9.26,2.45,1.238
